origin,Ship,class,names,ages,date_DISEMBARKED,gender,race,occupation,destination,deck
Southampton,Titanic,First,"Marcus, Dixon",95,1912-04-16,Male,Hispanic,Blacksmith,New York,1
Liverpool,Carpathia,Third,"Izzat, Al-toure",4,1912-04-18,Male,White,Mason,New York,2
Liverpool,Celtic,Third,"Blake, Maltby",96,1912-04-17,Female,Asian,Blacksmith,New York,2
Liverpool,Baltic,Third,"Brett, Day",26,1912-04-19,Male,Black,Farmer,New York,3
Liverpool,Mauretania,First,"Shannon, Sa",57,1912-04-18,Female,Asian,Tailor,New York,2
Southampton,Britannic,Third,"Taylor, Faas",55,1912-04-19,Male,Other,Merchant,New York,1
Liverpool,Aquitania,First,"Flor, Gonzalez",44,1912-04-15,Female,White,Weaver,New York,2
Liverpool,Aquitania,Second,"Jesus, Maestas",0,1912-04-18,Female,Hispanic,Blacksmith,New York,1
Liverpool,Adriatic,Third,"Jameela, Combs",37,1912-04-19,Male,Other,Baker,New York,5
Liverpool,Carpathia,Second,"Nadheera, El-hussein",78,1912-04-20,Male,Asian,Mason,New York,2
Liverpool,Mauretania,First,"Chance, Warner",2,1912-04-15,Female,Black,None,New York,4
Southampton,Titanic,Second,"Michelle, Mclean",24,1912-04-19,Male,Other,Blacksmith,New York,2
Southampton,Britannic,Third,"Shaamikh, Al-ebrahim",1,1912-04-19,Female,Hispanic,Farmer,New York,5
Liverpool,Aquitania,Second,"Starla, Gardner",61,1912-04-20,Male,Hispanic,Tailor,New York,2
Liverpool,Lusitania,Third,"Michael, Park",82,1912-04-20,Male,White,Miner,New York,3
Liverpool,Celtic,Third,"Aylin, Louaillier",55,1912-04-19,Female,Asian,Merchant,New York,4
Liverpool,Adriatic,Second,"Jacqueline, Flores",58,1912-04-16,Male,Other,Blacksmith,New York,5
Liverpool,Celtic,First,"Dylan, Bacon-maldonado",83,1912-04-19,Female,Asian,Mason,New York,4
Liverpool,Lusitania,Third,"Nancy, Cha",87,1912-04-19,Female,Hispanic,Miner,New York,2
Liverpool,Adriatic,First,"Lauryn, Smith",20,1912-04-20,Female,White,None,New York,5
Liverpool,Adriatic,Second,"Faraah, Al-badie",84,1912-04-17,Female,Black,Tailor,Cherbourg,2
Liverpool,Adriatic,Second,"Nicholas, Rasmussen",15,1912-04-16,Female,Hispanic,Tailor,New York,1
Liverpool,Baltic,Third,"Ikram, Al-ameen",41,1912-04-17,Female,Other,Carpenter,New York,1
Liverpool,Baltic,First,"Javeonte, Galassini",30,1912-04-19,Male,Other,Merchant,New York,4
Liverpool,Adriatic,Third,"Alfredo, Sanchez",14,1912-04-15,Male,Asian,Miner,New York,3
Liverpool,Adriatic,First,"Maleeha, Al-majid",76,1912-04-15,Female,Asian,Blacksmith,New York,3
Liverpool,Adriatic,Third,"Aurora, Ellis",16,1912-04-15,Female,Hispanic,None,New York,2
Liverpool,Mauretania,Third,"Hannah, Conary",99,1912-04-17,Male,White,Tailor,New York,2
Liverpool,Mauretania,Third,"Derrick, Marquez",19,1912-04-20,Female,White,Weaver,Cherbourg,3
Liverpool,Mauretania,Second,"Keisha, Yates",36,1912-04-20,Female,Other,Blacksmith,New York,2
Liverpool,Aquitania,Second,"Jafar, El-azad",40,1912-04-15,Female,Hispanic,Baker,New York,4
Liverpool,Mauretania,Third,"Saeed, Al-aydin",15,1912-04-15,Female,White,Tailor,New York,4
Liverpool,Celtic,Third,"Yu Shen, Belzer",8,1912-04-15,Male,Other,None,New York,5
Liverpool,Celtic,First,"Frances, Martinez",42,1912-04-17,Male,Black,None,New York,3
Liverpool,Carpathia,First,"Maria, Berdiales",61,1912-04-19,Female,Hispanic,Shoemaker,New York,5
Southampton,Titanic,Second,"Jeslyn, Roth",4,1912-04-18,Male,Other,Merchant,New York,2
Liverpool,Baltic,Third,"Ian, Xiong",NA-,1912-04-17,Female,Asian,Merchant,New York,3
Southampton,Britannic,Third,"Lauren, Gullette",8,1912-04-16,Female,Black,Blacksmith,New York,4
Liverpool,Mauretania,Second,"Naathan, Rogers",6,1912-04-20,Male,Other,Tailor,New York,3
Liverpool,Lusitania,Third,"Sharayah, Ruiz-hernandez",42,1912-04-17,Male,Asian,Carpenter,New York,1
Liverpool,Mauretania,Third,"Riley, Baker",5,1912-04-20,Male,Other,Baker,New York,5
Liverpool,Mauretania,First,"Ivonne, Rodriguez",96,1912-04-18,Female,Black,Carpenter,New York,3
Liverpool,Baltic,Third,"Numair, Al-semaan",3,1912-04-19,Male,Black,Carpenter,New York,3
Southampton,Titanic,Second,"Toni, Taibl",85,1912-04-18,Female,Black,Miner,New York,3
Liverpool,Adriatic,Second,"Angela, Marquez",8,1912-04-20,Male,Black,Carpenter,New York,5
Liverpool,Aquitania,First,"Stormie, Salisbury",12,1912-04-19,Male,Asian,Farmer,New York,2
Liverpool,Mauretania,Third,"Sakeena, Al-hares",7,1912-04-15,Female,Black,Weaver,New York,4
Liverpool,Adriatic,Third,"Lindsey, Rabat",11,1912-04-19,Female,Black,Merchant,Cherbourg,4
Liverpool,Celtic,First,"Kendyl, Yamamoto",1,1912-04-15,Male,Black,Carpenter,New York,5
Liverpool,Celtic,Third,"Hanbin, Le",93,1912-04-16,Female,Asian,Tailor,New York,4
Liverpool,Carpathia,Second,"Serena, Vang",8,1912-04-18,Male,White,Mason,New York,5
Liverpool,Mauretania,Second,"Vanna, Alyazidi",48,1912-04-19,Female,Black,Carpenter,New York,4
Southampton,Titanic,Second,"Jameel, Al-sesay",27,1912-04-15,Female,White,Merchant,New York,3
Liverpool,Celtic,First,"Seunghoo, Nguyen",90,1912-04-17,Male,Other,Farmer,New York,2
Liverpool,Aquitania,Third,"Erick, Calderon",75,1912-04-16,Male,Hispanic,Weaver,New York,5
Liverpool,Baltic,First,"Devann, Castaneda",NA-,1912-04-15,Female,White,Mason,New York,5
Liverpool,Celtic,First,"Katherine, Norton",56,1912-04-20,Male,White,Miner,New York,4
Southampton,Titanic,First,"Dallas, Ruelas",65,1912-04-20,Male,White,Weaver,New York,3
Liverpool,Adriatic,First,"Ashli, Hrnjic",13,1912-04-20,Male,Asian,Weaver,New York,2
Liverpool,Mauretania,First,"Amirah, Mathys",100,1912-04-19,Female,Asian,Shoemaker,New York,1
Southampton,Britannic,Second,"Jonathan, Beechley",7,1912-04-15,Male,Other,Tailor,New York,1
Liverpool,Adriatic,Third,"Jaymie, Baca",6,1912-04-16,Female,Asian,Shoemaker,New York,1
Southampton,Britannic,First,"Sabreanna, Schaffer",19,1912-04-17,Female,Other,Farmer,New York,1
Liverpool,Baltic,Second,"Joshua, Torrez",8,1912-04-17,Female,Asian,Shoemaker,Cherbourg,4
Southampton,Britannic,Second,"Mumina, El-ismael",17,1912-04-16,Female,Asian,Miner,New York,2
Southampton,Olympic,First,"Sameeha, Al-tabet",6,1912-04-20,Female,Black,Miner,New York,3
Liverpool,Lusitania,First,"Tulaiha, El-saidi",2,1912-04-17,Male,Hispanic,Baker,New York,1
Liverpool,Adriatic,Third,"Margaret, Vanderpool",41,1912-04-17,Female,Hispanic,None,New York,4
Liverpool,Celtic,First,"Maaiz, El-rehmann",3,1912-04-17,Female,Black,Tailor,New York,3
Southampton,Britannic,First,"Analise, Gallegos",62,1912-04-18,Male,Hispanic,None,New York,2
Southampton,Britannic,Third,"Yordanos, Kemp",1,1912-04-20,Female,Hispanic,Carpenter,New York,2
Liverpool,Mauretania,First,"Jasmine, Peiffer",NA-,1912-04-20,Male,White,None,New York,1
Liverpool,Celtic,First,"Marissa, Arrance",36,1912-04-15,Female,Other,Mason,New York,5
Liverpool,Adriatic,Third,"Sky, Parmiter",46,1912-04-15,Female,Hispanic,None,New York,3
Liverpool,Aquitania,Second,"Dinnicka, Luce",NA-,1912-04-17,Female,Asian,Mason,New York,1
Liverpool,Baltic,Second,"Jozlynn, Mendoza",12,1912-04-20,Male,Hispanic,Shoemaker,New York,4
Liverpool,Aquitania,Second,"Jacob, Ma",99,1912-04-17,Male,Hispanic,Baker,New York,2
Liverpool,Celtic,Third,"Maliek, Mcgrew",3,1912-04-19,Male,Asian,Shoemaker,New York,1
Southampton,Britannic,Third,"Nooriyya, Al-rehmann",6,1912-04-17,Female,White,None,New York,4
Liverpool,Carpathia,First,"Haakima, El-harroun",19,1912-04-19,Male,Black,None,New York,2
Liverpool,Baltic,Third,"Andrew, Mills",2,1912-04-17,Female,Hispanic,Baker,New York,4
Liverpool,Carpathia,Second,"Isabella, Shrestha",94,1912-04-18,Female,White,Mason,New York,3
Southampton,Titanic,Third,"Kevin, Lao",36,1912-04-20,Female,Other,Carpenter,New York,1
Liverpool,Celtic,First,"Holly, Apodaca-anaya",50,1912-04-15,Female,White,Weaver,New York,5
Southampton,Titanic,First,"Hanoona, Al-safi",70,1912-04-18,Female,Black,Shoemaker,New York,4
Southampton,Olympic,Second,"Shameion, Johnson",61,1912-04-15,Female,Asian,Blacksmith,New York,3
Liverpool,Baltic,Second,"Amanda, Lucero",59,1912-04-20,Male,Black,Blacksmith,New York,3
Liverpool,Carpathia,Second,"Audrey, Ochoa",81,1912-04-17,Female,Black,Merchant,New York,2
Liverpool,Aquitania,Second,"Devin, Martin",93,1912-04-20,Female,Black,Farmer,New York,1
Liverpool,Aquitania,Second,"Alexis, Halaseh",2,1912-04-19,Female,White,Weaver,New York,5
Liverpool,Aquitania,Second,"Jennifer, Doura",54,1912-04-19,Male,White,Mason,New York,2
Liverpool,Carpathia,First,"Meeka, Wing",46,1912-04-20,Male,Asian,Baker,New York,4
Southampton,Titanic,Third,"Estrellita, Espinoza",22,1912-04-20,Female,Other,Farmer,New York,4
Southampton,Britannic,First,"Asre, Hughes",63,1912-04-16,Female,White,Mason,New York,5
Liverpool,Mauretania,Third,"Christopher, Hines",33,1912-04-16,Female,Black,Shoemaker,New York,3
Southampton,Olympic,Third,"Davien, Tran",31,1912-04-19,Male,Black,Mason,New York,3
Southampton,Britannic,Third,"Alyssa, Herman",74,1912-04-20,Female,Other,None,New York,3
Southampton,Britannic,Second,"Oscar, Kim",72,1912-04-17,Male,Hispanic,Miner,New York,4
Liverpool,Baltic,Second,"Adesuwa, Ned",5,1912-04-17,Male,Asian,Tailor,New York,4
Southampton,Titanic,First,"K Mckenna, Murray",91,1912-04-19,Female,Black,Blacksmith,New York,4
Southampton,Olympic,Second,"Nawfal, Al-yasin",37,1912-04-15,Male,White,None,New York,1
Liverpool,Aquitania,First,"Camron, Paschal",6,1912-04-16,Female,Asian,None,New York,3
Liverpool,Carpathia,Third,"Cassidy, Mullins",53,1912-04-19,Male,Black,Baker,New York,2
Southampton,Britannic,Third,"Claire, Gulczynski",23,1912-04-19,Female,White,Blacksmith,New York,5
Liverpool,Mauretania,First,"Masroora, El-bagheri",46,1912-04-16,Male,Other,None,New York,1
Liverpool,Celtic,Second,"Jeremy, Virmani",52,1912-04-20,Male,White,Mason,New York,4
Liverpool,Carpathia,Second,"Trenton, Glaspy",4,1912-04-19,Male,Other,Baker,Cherbourg,2
Liverpool,Adriatic,Second,"Jessica, Hernandez",4,1912-04-16,Female,Hispanic,Farmer,New York,4
Liverpool,Adriatic,Third,"Mycah, Holt",3,1912-04-16,Female,Asian,Farmer,New York,3
Southampton,Britannic,First,"Karen, Perez",89,1912-04-18,Female,Black,Baker,New York,1
Southampton,Titanic,Third,"Serafina, Gomez",3,1912-04-16,Male,Black,Merchant,New York,1
Liverpool,Celtic,First,"Ana, Mestas",73,1912-04-15,Female,Black,Blacksmith,New York,4
Liverpool,Celtic,Second,"Andrea, Delgado",2,1912-04-17,Female,Black,Mason,New York,3
Southampton,Titanic,Third,"Spencer, Phillips",28,1912-04-18,Male,Other,Baker,Cherbourg,2
Liverpool,Baltic,Third,"Tayveon, Pope",73,1912-04-17,Male,Hispanic,Baker,New York,1
Liverpool,Lusitania,First,"Shania, Kunam",87,1912-04-15,Male,White,Mason,New York,5
Liverpool,Baltic,First,"Joseph, Pritchett",2,1912-04-19,Female,Other,Farmer,Cherbourg,1
Liverpool,Mauretania,Second,"Graham, Williams",99,1912-04-17,Female,White,Shoemaker,Cherbourg,2
Liverpool,Aquitania,Second,"Dakota, Nastacio",23,1912-04-15,Male,Black,Blacksmith,New York,2
Liverpool,Carpathia,First,"Michaela, Fourhorn",37,1912-04-18,Female,Other,Shoemaker,New York,4
Southampton,Britannic,Third,"Danesha, Mims",NA-,1912-04-16,Female,Black,Blacksmith,New York,3
Southampton,Britannic,Second,"Houa, Thammarath",54,1912-04-19,Female,Other,Weaver,New York,4
Liverpool,Mauretania,Third,"Taahir, El-alam",46,1912-04-19,Female,Black,Baker,New York,3
Liverpool,Lusitania,First,"Alejandro, Montes",11,1912-04-19,Female,Hispanic,Miner,New York,5
Liverpool,Aquitania,Second,"Tristin, Coker",45,1912-04-16,Female,Black,Weaver,New York,4
Liverpool,Celtic,Third,"Jesse, Marez",60,1912-04-19,Male,White,Miner,New York,3
Liverpool,Mauretania,Second,"Chinmay, Liang",3,1912-04-19,Female,Other,Carpenter,New York,3
Liverpool,Baltic,Third,"Yadiel, Mcneal",75,1912-04-20,Male,Asian,Merchant,New York,2
Liverpool,Adriatic,Second,"Benjamin, Gorman",29,1912-04-18,Female,Hispanic,Miner,Cherbourg,5
Liverpool,Adriatic,Second,"Marisa, Bear",0,1912-04-18,Male,Black,Miner,New York,1
Liverpool,Celtic,First,"Ryan, Tanko",85,1912-04-19,Female,Hispanic,Baker,New York,5
Southampton,Olympic,Third,"Maazina, Al-zakaria",29,1912-04-17,Male,Hispanic,Weaver,New York,2
Southampton,Olympic,Second,"Azaria, Hernandez",16,1912-04-19,Female,Other,Merchant,New York,3
Liverpool,Lusitania,First,"Fazeela, Higa",79,1912-04-20,Female,Other,Blacksmith,New York,3
Liverpool,Mauretania,First,"Dieu Linh, Norton",2,1912-04-19,Male,Black,Carpenter,New York,3
Liverpool,Carpathia,Second,"Terell, Thompson",92,1912-04-20,Male,White,Baker,New York,5
Liverpool,Adriatic,Second,"Vanessa, Suazo",33,1912-04-16,Female,Other,Weaver,New York,4
Liverpool,Celtic,First,"Muaaid, El-agha",45,1912-04-17,Male,Asian,Shoemaker,New York,3
Southampton,Titanic,Second,"Jeremy, Brown",67,1912-04-17,Female,Hispanic,Merchant,New York,5
Southampton,Titanic,First,"Kathryn, Stryker",25,1912-04-16,Male,White,Tailor,New York,5
Southampton,Britannic,Third,"Megan, Spor",34,1912-04-20,Female,Hispanic,Shoemaker,New York,3
Liverpool,Baltic,First,"Nabeeh, El-shariff",8,1912-04-15,Female,Black,Tailor,New York,5
Liverpool,Lusitania,First,"Sidqi, Al-nasir",4,1912-04-15,Female,Hispanic,Carpenter,New York,5
Liverpool,Baltic,Second,"Genevieve, Contreras",94,1912-04-20,Male,Other,Weaver,New York,4
Southampton,Titanic,First,"Vaughn, Jefferson",74,1912-04-15,Male,White,Baker,New York,2
Southampton,Britannic,Second,"Allison, Dejong",35,1912-04-18,Male,Black,Shoemaker,New York,5
Southampton,Titanic,Third,"Jocelyn, Mejia",89,1912-04-18,Female,White,Weaver,New York,4
Liverpool,Lusitania,Third,"Scott, Burton",89,1912-04-18,Female,Asian,None,New York,1
Liverpool,Baltic,Second,"Taalib, Al-shams",7,1912-04-17,Female,Black,Merchant,New York,1
Southampton,Titanic,Second,"Trinidad, Baca",97,1912-04-19,Male,Other,Farmer,New York,3
Liverpool,Adriatic,First,"Lamyanique, Brown",25,1912-04-19,Male,Black,None,New York,2
Liverpool,Adriatic,Second,"Ciera, Mills",7,1912-04-17,Male,Black,Shoemaker,Cherbourg,4
Liverpool,Lusitania,First,"Saara, El-farran",96,1912-04-20,Male,Asian,Carpenter,New York,5
Liverpool,Carpathia,First,"Christian, Blackwater",79,1912-04-17,Female,Asian,Mason,New York,2
Liverpool,Aquitania,Third,"Rashad, Brown",0,1912-04-20,Male,Black,Baker,New York,2
Liverpool,Baltic,Third,"Janice, Saunders",25,1912-04-20,Female,Other,None,New York,3
Southampton,Olympic,Third,"Mai Ying, Johnson",66,1912-04-19,Female,Other,Blacksmith,New York,3
Liverpool,Carpathia,Third,"Tameem, Al-shareef",89,1912-04-18,Female,Black,Weaver,New York,5
Liverpool,Carpathia,First,"Aadil, Al-aziz",9,1912-04-20,Male,Asian,Blacksmith,New York,5
Liverpool,Carpathia,First,"Emilee, Doan",6,1912-04-15,Female,White,Baker,New York,5
Southampton,Britannic,First,"Jasmine, Herrington",27,1912-04-19,Male,White,Carpenter,New York,2
Liverpool,Celtic,Third,"Olivet, Risenhoover",18,1912-04-17,Male,Hispanic,Tailor,New York,3
Southampton,Olympic,Third,"Ishobel, Stratton",6,1912-04-17,Male,Black,Farmer,New York,1
Liverpool,Celtic,Third,"Brooke, Negash",86,1912-04-18,Male,Other,Weaver,New York,5
Liverpool,Aquitania,Second,"Alan, Gilbert",22,1912-04-15,Male,Other,Farmer,New York,3
Liverpool,Aquitania,Third,"Hannah, Cruz",7,1912-04-18,Male,Hispanic,Shoemaker,New York,3
Liverpool,Adriatic,Second,"Haley, Berg",32,1912-04-20,Male,Other,Baker,New York,5
Liverpool,Celtic,Third,"Aliyya, Al-pasha",69,1912-04-20,Female,Other,Carpenter,New York,2
Liverpool,Lusitania,Second,"Mamoon, Al-nawaz",100,1912-04-20,Male,Hispanic,Tailor,New York,4
Southampton,Olympic,Second,"Mohamed, Green",40,1912-04-18,Male,Hispanic,Blacksmith,New York,1
Liverpool,Baltic,Second,"Niles, Gay",98,1912-04-17,Female,White,Shoemaker,New York,2
Liverpool,Lusitania,First,"Gabriella, Gonzalez",42,1912-04-18,Female,Hispanic,Tailor,New York,3
Liverpool,Baltic,Second,"Shalika, Purvis",81,1912-04-20,Male,Hispanic,Blacksmith,New York,2
Southampton,Titanic,Second,"Chandler, Carter",5,1912-04-15,Male,Black,Farmer,New York,1
Liverpool,Celtic,Third,"Collin, Petree",7,1912-04-18,Male,Asian,Baker,Cherbourg,4
Southampton,Titanic,First,"Wasmaaa, El-dajani",44,1912-04-16,Male,White,Mason,New York,4
Liverpool,Adriatic,First,"Quaton, Price",54,1912-04-18,Female,Other,Farmer,Cherbourg,2
Southampton,Olympic,Third,"Jay, Lara",9,1912-04-15,Male,Black,Baker,New York,1
Liverpool,Mauretania,Third,"Daniel, Godinez",5,1912-04-20,Female,Black,Carpenter,Cherbourg,3
Liverpool,Lusitania,First,"Brandon, Boyd",84,1912-04-16,Female,Other,Merchant,New York,3
Liverpool,Aquitania,Third,"Wyatt, Lehi",1,1912-04-18,Female,Other,Baker,New York,4
Liverpool,Carpathia,First,"Cory, Mcbride",17,1912-04-18,Female,Asian,None,New York,3
Liverpool,Adriatic,Second,"Kathleen, Meneses",56,1912-04-16,Female,Other,Carpenter,New York,2
Southampton,Titanic,Second,"Mahmooda, Al-farrah",18,1912-04-15,Male,Hispanic,Carpenter,New York,4
Liverpool,Mauretania,First,"Muneefa, El-rassi",5,1912-04-19,Female,Other,Tailor,New York,2
Liverpool,Celtic,Second,"Windy, Lewis",81,1912-04-19,Male,Hispanic,Tailor,New York,2
Liverpool,Baltic,First,"Marcella, Ulibarri",55,1912-04-17,Female,Asian,Tailor,New York,5
Southampton,Titanic,Second,"Shantell, Clark",1,1912-04-16,Female,Hispanic,Tailor,New York,5
Southampton,Britannic,Second,"Aleda, Noland",5,1912-04-15,Female,Black,Miner,New York,1
Liverpool,Baltic,Second,"Vincent, Nelson",7,1912-04-15,Male,Hispanic,Farmer,New York,2
Southampton,Britannic,Second,"Shaafi, Al-mahmood",21,1912-04-15,Female,Hispanic,Miner,New York,2
Liverpool,Carpathia,Second,"Leslie, Barcelona",12,1912-04-15,Male,White,Tailor,New York,2
Southampton,Olympic,First,"Kendra, Martinez",57,1912-04-15,Male,White,Miner,New York,1
Southampton,Britannic,Second,"Devon, Reyes Gonzalez",14,1912-04-16,Female,White,Miner,New York,2
Southampton,Britannic,Second,"Breeana, Solarin",67,1912-04-19,Female,Asian,Merchant,New York,2
Liverpool,Celtic,Second,"Kevin, Kemp",25,1912-04-16,Male,Black,Miner,New York,1
Liverpool,Aquitania,First,"Alexander, Murray",77,1912-04-16,Male,Asian,Merchant,New York,1
Southampton,Titanic,Second,"Edythe, Tawzer",96,1912-04-18,Female,Hispanic,None,New York,2
Liverpool,Baltic,Third,"Tyler, Day",21,1912-04-15,Female,Other,Carpenter,New York,3
Southampton,Titanic,Second,"Juan, Barron",53,1912-04-18,Male,Black,None,New York,5
Liverpool,Celtic,First,"Marley, Orth",50,1912-04-20,Female,Asian,Merchant,New York,4
Southampton,Britannic,Second,"Zorayda, Sanchez",54,1912-04-15,Male,Hispanic,None,New York,2
Liverpool,Lusitania,Third,"Julie, Le",77,1912-04-16,Female,Other,Shoemaker,New York,4
Liverpool,Aquitania,First,"Amber, Mills",24,1912-04-18,Male,Other,Weaver,New York,4
Liverpool,Adriatic,Second,"Lauren, Foutch",96,1912-04-18,Male,Other,Tailor,New York,4
Liverpool,Mauretania,First,"Rodney, Truitt",24,1912-04-19,Male,Hispanic,Carpenter,New York,3
Liverpool,Aquitania,Second,"Gregory, Watt",39,1912-04-18,Female,White,Weaver,New York,4
Liverpool,Baltic,Second,"Anthony, Clardy",24,1912-04-16,Female,White,Mason,New York,4
Liverpool,Lusitania,First,"Anthony, Pham",81,1912-04-19,Male,White,Shoemaker,New York,3
Liverpool,Carpathia,First,"Ali, Al-hashem",87,1912-04-19,Female,Asian,Tailor,New York,3
Liverpool,Aquitania,Second,"Sassan, Prilliman",85,1912-04-20,Female,White,Mason,New York,1
Southampton,Titanic,Third,"Julia, Joy",6,1912-04-16,Male,Black,Mason,New York,5
Liverpool,Adriatic,Second,"Alyssa, Hadley",55,1912-04-15,Male,Asian,Merchant,New York,3
Liverpool,Celtic,First,"Christine, Lastrella",2,1912-04-20,Female,Other,None,New York,2
Liverpool,Lusitania,Second,"Philman, Tindle",8,1912-04-15,Male,Asian,Miner,New York,1
Liverpool,Lusitania,First,"Elijah, Mcghee",5,1912-04-19,Male,Hispanic,Merchant,New York,5
Liverpool,Lusitania,Second,"Austin, Carroll",88,1912-04-15,Female,Asian,Tailor,Cherbourg,5
Southampton,Titanic,First,"Maaiz, El-ismael",43,1912-04-18,Male,Hispanic,Farmer,New York,5
Liverpool,Adriatic,First,"Lucas, Serrano",5,1912-04-20,Female,White,Merchant,New York,5
Southampton,Titanic,Third,"Ziyaad, El-adel",43,1912-04-15,Female,White,Blacksmith,Cherbourg,5
Southampton,Olympic,Second,"Rafeeda, Al-sheikh",1,1912-04-18,Female,Other,Weaver,New York,3
Southampton,Olympic,First,"Aqeela, Al-daoud",75,1912-04-18,Female,Hispanic,Farmer,New York,4
Southampton,Titanic,Third,"Keauna, Douglas Jr",17,1912-04-19,Female,Black,Tailor,New York,5
Liverpool,Adriatic,First,"Zaahid, Al-saab",NA-,1912-04-20,Female,White,Baker,New York,1
Liverpool,Celtic,First,"Nadia, Nguyen",29,1912-04-19,Male,Black,Blacksmith,New York,4
Liverpool,Mauretania,Third,"Zumruda, El-rasheed",1,1912-04-15,Female,Black,Merchant,New York,2
Liverpool,Adriatic,Second,"Whitney, Mulinde",75,1912-04-15,Female,White,Blacksmith,New York,5
Liverpool,Aquitania,Third,"Tiarra, Kassahun",43,1912-04-19,Male,Other,Carpenter,New York,4
Liverpool,Aquitania,Third,"Marisol, Rodriguez",64,1912-04-18,Male,Hispanic,Tailor,New York,1
Southampton,Titanic,Second,"Richard, Baca",18,1912-04-18,Female,Black,Merchant,New York,2
Liverpool,Adriatic,Second,"Hannah, Warta",84,1912-04-20,Male,Other,Tailor,New York,3
Southampton,Titanic,Third,"Brenna, Linke",20,1912-04-15,Male,White,None,New York,5
Liverpool,Carpathia,Third,"Stefan, Franklin-douglas",6,1912-04-18,Male,Black,Merchant,New York,3
Liverpool,Baltic,First,"Alex, Young",74,1912-04-20,Female,White,Baker,New York,2
Liverpool,Celtic,First,"Maria, Gonzalez",0,1912-04-16,Female,White,Merchant,New York,4
Liverpool,Adriatic,Third,"Neha, Phan",55,1912-04-20,Male,Asian,Farmer,New York,2
Liverpool,Baltic,Second,"Ubaida, Al-karim",23,1912-04-20,Male,Black,Farmer,New York,2
Southampton,Britannic,Second,"Dakota, Williams",86,1912-04-19,Male,Black,Weaver,Cherbourg,3
Southampton,Britannic,Second,"Ghassaan, Al-hakim",NA-,1912-04-19,Male,Asian,Blacksmith,New York,1
Southampton,Olympic,Third,"Tiffany, Hogan",8,1912-04-20,Female,Asian,Weaver,New York,2
Liverpool,Celtic,Second,"Lynn, Noe",25,1912-04-16,Male,Other,None,New York,1
Liverpool,Celtic,First,"Sarah, Eichie",14,1912-04-15,Female,Hispanic,None,New York,4
Southampton,Titanic,Third,"Sulama, Al-ahmad",87,1912-04-15,Female,White,Shoemaker,New York,1
Liverpool,Lusitania,Second,"James, Thurimella",31,1912-04-19,Male,Other,Tailor,New York,4
Liverpool,Celtic,Second,"Omar, Martinez",4,1912-04-16,Male,Hispanic,Shoemaker,New York,3
Liverpool,Baltic,Second,"Lucas, Forbes",21,1912-04-19,Female,Black,None,New York,4
Liverpool,Adriatic,Second,"Calvin, Nguyen",64,1912-04-15,Male,Other,Tailor,New York,3
Southampton,Titanic,Third,"Aasima, Al-molla",8,1912-04-16,Male,Asian,Baker,New York,5
Liverpool,Celtic,Second,"Menandez, Ortiz",90,1912-04-19,Male,Black,Mason,New York,4
Liverpool,Carpathia,First,"Francisco, Geist",42,1912-04-17,Male,Hispanic,Blacksmith,New York,3
Liverpool,Baltic,Second,"Janeah, Newton",7,1912-04-19,Female,Hispanic,Carpenter,New York,3
Liverpool,Celtic,Second,"Ashley, Neumaier",1,1912-04-20,Female,Other,Carpenter,Cherbourg,2
Southampton,Titanic,First,"Mary, Ng",10,1912-04-20,Male,Black,Weaver,New York,2
Liverpool,Baltic,Second,"Michael, Mahieu",7,1912-04-15,Female,Other,Merchant,New York,3
Liverpool,Adriatic,Second,"David, Kemp",67,1912-04-17,Male,Black,Shoemaker,New York,2
Liverpool,Carpathia,First,"Marcos, Nape Valverde",34,1912-04-16,Female,Asian,Merchant,New York,3
Liverpool,Aquitania,Third,"Akram, Anderson",72,1912-04-20,Female,Other,Miner,New York,4
Liverpool,Celtic,First,"Turki, Al-agha",66,1912-04-17,Female,Hispanic,Baker,New York,1
Liverpool,Celtic,Third,"Reagan, Nelson",49,1912-04-19,Male,Black,Weaver,New York,1
Southampton,Titanic,Second,"Joanna, Boltz",3,1912-04-19,Male,Other,Carpenter,New York,5
Liverpool,Mauretania,First,"Megan, Porco",45,1912-04-18,Female,White,Miner,New York,1
Southampton,Olympic,First,"Laura, Sherwood",89,1912-04-16,Female,Black,Mason,New York,3
Southampton,Olympic,Third,"Deandre, Wright",NA-,1912-04-15,Male,Black,Blacksmith,New York,4
Liverpool,Adriatic,First,"Darnell, Parker",60,1912-04-16,Female,Black,Baker,New York,2
Liverpool,Adriatic,Second,"Christia, Bauer",89,1912-04-20,Female,White,Farmer,New York,1
Liverpool,Lusitania,First,"Sara, Belozerov",8,1912-04-18,Female,White,Farmer,New York,5
Southampton,Titanic,Second,"Arielle, Sanchez",3,1912-04-17,Male,White,Merchant,New York,5
Liverpool,Mauretania,First,"Alan, Hernandez",99,1912-04-16,Female,Asian,Tailor,New York,5
Liverpool,Celtic,First,"Zeena, Al-sadiq",2,1912-04-19,Male,Asian,Merchant,New York,3
Liverpool,Lusitania,Third,"Abigail, Knaus",36,1912-04-15,Female,Asian,Mason,New York,4
Liverpool,Baltic,Second,"Priscilla, Hotchkiss",55,1912-04-18,Female,Hispanic,Tailor,New York,4
Liverpool,Lusitania,Third,"Evangelina, Bohannon",NA-,1912-04-17,Male,Black,Tailor,New York,2
Southampton,Titanic,First,"Muslim, El-safar",7,1912-04-20,Female,Other,Miner,Cherbourg,3
